feat_0,feat_1,feat_2,BIS
0.29055095677098564,0.414688276425069,0.7893200808134677,95.0
0.4232810872009222,0.5410655903396409,0.804409955284243,96.0
0.4159762104091807,0.5086507535185589,0.7438296411042854,97.0
0.43172337656469,0.5657109324148344,0.8138467769509695,97.0
0.5567347718256914,0.7059799947999621,0.8475552336525362,97.0
0.5128663736266736,0.6575271328041801,0.8283638886405869,95.0
0.6436421916906817,0.697489959456786,0.8331297376850162,91.0
0.4194992251481432,0.4892423353266393,0.828852704073263,93.0
0.46151342926874783,0.5364592021163435,0.7684854387905424,95.0
1.0199691613489965,0.9594575882869782,0.8593804082740975,95.0
1.4362106791038383,1.2078205256392724,0.8749985227891154,95.0
1.5008825058797548,1.2129385457809505,0.8768207918185486,95.0
1.3908122620396586,1.2015715898668171,0.8669713173182796,95.0
1.5576603732859544,1.2768188748959757,0.8695769263043761,96.0
1.5284546921118796,1.2712590211165544,0.8724518673328624,95.0
1.3910722010736039,1.1923576130916018,0.8562878468933691,95.0
1.4456742063907833,1.230315865254095,0.8710360347809671,95.0
1.4874489640218878,1.241128376722953,0.8713723350788989,95.0
1.481318322346676,1.2609592086214887,0.8609719318580743,97.0
1.2757524867200667,1.101165555337447,0.8392575732781045,97.0
1.2168890295924824,1.08669965848186,0.8376092455314219,97.0
1.1822197190335553,1.054985201838457,0.8399705625120892,97.0
1.2414489402396132,1.0770238898331916,0.848156624321232,97.0
1.2933114459442934,1.134360102728298,0.8382139317932809,97.0
1.1912148434579959,1.0616077009457037,0.821266054318664,97.0
1.1362417626594068,1.001651474296089,0.816985642055374,97.0
1.1038015281915008,1.0150944289580575,0.8284878851531525,98.0
1.126771832327917,1.0454190174179447,0.8065908190996082,97.0
1.1421385537180007,1.0573835563601799,0.8116915059865432,97.0
1.1527862620068083,1.0340228477343412,0.8050024344751775,96.0
1.3051862331060247,1.1350234823577128,0.8388113371747978,95.0
0.5698422512642295,0.6320170103761904,0.836307587564437,94.0
0.5345220666340718,0.590748472176803,0.8132926969244024,93.0
0.6809401545822631,0.6987757406160497,0.7681181895121432,92.0
0.9240118005460258,0.9122163757379829,0.8597675719133675,91.0
1.0852917295138198,1.0787187409975627,0.8748092238805252,91.0
1.0997894518411244,1.066097360086486,0.8828623088941244,91.0
0.9301095272488276,0.9249905493840229,0.8746445483266306,91.0
0.8548030402717584,0.8752676205007259,0.8646425172160381,91.0
0.7460717537579482,0.7752107479304584,0.8603454475605157,91.0
0.7185635927754745,0.7241534645268164,0.8051714754040205,91.0
0.6870452233639776,0.7163995548791342,0.7916272355510833,89.0
0.6347358028149188,0.6710165591193675,0.8058111024826246,88.0
0.4941015198372088,0.555731578583516,0.770740034897703,88.0
