feat_0,feat_1,feat_2,BIS
0.6298154301871365,0.6819266962553012,0.8381472047078141,93.0
0.42230548419669545,0.5070272868511418,0.8467752172467239,91.0
0.9993122082913783,0.9770521551782108,0.8578111038354811,91.0
0.7931561588495092,0.7993023896142115,0.8352777233174872,92.0
0.6801201190412022,0.7036136267826749,0.8348188364755347,92.0
0.7820449268491196,0.8439355958183348,0.8532308412741618,91.0
0.7659875580685359,0.7895392452339722,0.8072307528585532,90.0
0.48137766052979997,0.5978290805672097,0.79502626349232,90.0
0.4738443367091134,0.5625923131650232,0.8150207815630377,88.0
0.7527626366267642,0.7635872175985923,0.8331142158447803,92.0
0.6962632142415583,0.7436943798564042,0.83665048409934,90.0
0.49591727481763137,0.5761645312002242,0.8388769950058567,92.0
0.3675158903735843,0.48625566806472964,0.7891003933784374,95.0
0.4516287127974684,0.5643384528609938,0.7845114636493769,94.0
0.5005099374720123,0.5753343642330111,0.8393728340861131,94.0
0.9854084862835292,0.9576820807792821,0.847912012543993,92.0
0.6929191217197763,0.7442276632597302,0.823330031250038,93.0
0.43861666000002986,0.508416644291092,0.7697975504253151,94.0
0.5938042142040509,0.6326985915788512,0.8262155965013456,95.0
0.7868432921380522,0.799023950866089,0.8548522564468095,95.0
0.5244834158421998,0.5819598640706882,0.8222974283475442,96.0
0.5653155280768507,0.5944795552189324,0.8513585159015847,94.0
1.0794139912863523,1.0502566060666338,0.8550320391990585,95.0
0.911355158378182,0.8800957268767866,0.8465531285968724,94.0
0.7177770913288084,0.7321702977693358,0.8228442188265742,92.0
0.5798908715586742,0.650231300242639,0.8139844005948159,93.0
0.7210663585572786,0.7421951482253046,0.8266588211463195,93.0
0.5422873305227758,0.5963059063745058,0.8233752204384369,95.0
0.5992723586453331,0.621581605141754,0.8056469235364583,94.0
0.825504241392785,0.848553792196947,0.8277581968292348,94.0
0.6170275850188807,0.7007088832251989,0.8160256656795328,92.0
0.7669970093067787,0.7581080905661777,0.8114320772115743,91.0
0.29844020434405255,0.41811839412140905,0.7985254202786012,88.0
0.6992570983969657,0.7270413554135251,0.8145187596424602,88.0
0.7137520040413099,0.7911302663757187,0.8330376894317731,87.0
0.6342171990819837,0.6756874249452633,0.7778409761180824,86.0
0.5475438778423182,0.6024773364325142,0.8217304985557526,85.0
0.6565394324884114,0.6862559868491065,0.8305242885644739,86.0
0.5733019420967,0.6460496080351561,0.8145021419762744,85.0
0.5725439067075204,0.6394738869869929,0.8157568963843155,84.0
0.8587884225200293,0.8561786587086209,0.8340868448238778,85.0
0.6750600620688013,0.7208156577939793,0.8133750939777296,87.0
0.6810697390701724,0.7389908381873318,0.812510176338256,86.0
0.6759101677480037,0.7277546717389578,0.8125217252760925,87.0
0.5980835055520533,0.6823536618978996,0.8184693747215416,88.0
0.3303392400174513,0.40631593262609966,0.7954326866696891,86.0
0.3503522337022911,0.4326440565148757,0.8385626374337032,87.0
0.3184498104186113,0.43513302728703973,0.8264965442204572,87.0
0.4216426140053971,0.5179480856485932,0.83886570781457,86.0
0.39296889342664526,0.4750815473647738,0.8339443976719665,86.0
0.35337575230773566,0.437058569186497,0.8161622500076556,88.0
0.4665432163757131,0.6038193140459742,0.8374281210252867,90.0
0.6894849180740357,0.7144630553479199,0.8598337166775195,94.0
0.5229784202295344,0.5676018319772362,0.8408988758254284,95.0
0.7454179308831621,0.7575282112978008,0.8466546640504059,95.0
0.40880824339088956,0.44761551876483807,0.810318122038565,96.0
1.1058033308919561,1.0212613044232612,0.856427905386934,96.0
0.7334018131744325,0.7495333355694491,0.8428506634199466,97.0
0.3885741257074599,0.48364125286238435,0.8204241975165231,97.0
0.49773892521635693,0.5267334306883718,0.8177952948340802,97.0
0.8445824797999782,0.8035494276556925,0.8424403240875366,97.0
0.5476947779285158,0.6141850351839087,0.7978326165510757,97.0
0.35194937505212176,0.4097073758132983,0.8127682608328145,97.0
0.8430048066634984,0.8263246126399295,0.8304516739667027,97.0
0.6324151203539515,0.6949863062998629,0.8275290336124153,97.0
0.5247641920467254,0.6088695306538052,0.8201213349111257,97.0
0.8155870814938577,0.8277950685202637,0.8163364105079187,95.0
0.7364987402452022,0.7512274425546908,0.8367505254556008,92.0
0.7418811980742995,0.7630465507727298,0.826572782852375,91.0
0.6994156706839415,0.739650184565309,0.8340984525420342,90.0
0.6276391001615199,0.6793524587047828,0.8106476962881306,89.0
0.5954592514956221,0.6990687897650547,0.8304897567175035,88.0
0.7278614763244327,0.7380309912287566,0.8197088291698315,87.0
0.5716048474477942,0.6127026751869904,0.844649653799063,88.0
0.26159729523649,0.33811126259952085,0.7954642030262894,89.0
0.21164686804093408,0.3629532496916221,0.7749149001855754,89.0
0.6104626002835012,0.660863531221771,0.8574227599013744,88.0
0.7628405237994645,0.7861627103325479,0.8340217481810422,88.0
0.8471715698556683,0.8573145207378352,0.8417614561344929,88.0
0.9598546694551993,0.9444316241491619,0.8484087769254014,88.0
0.76357258548808,0.813267499527885,0.8283612456380007,88.0
0.6998586151479321,0.7243034419121845,0.8521644822716787,91.0
0.5701325303878519,0.6454876381765908,0.7784511034976253,91.0
0.3986246018909234,0.4540948957836486,0.8024967041258354,92.0
0.42315013940180446,0.46828853033341034,0.8408071278675805,91.0
0.4647620340180625,0.5327329607385485,0.8588788593061786,91.0
